model,epoch,train_loss,val_loss
ResNet34 + UNet++,140,0.297881,0.294463
ResNet34 + UNet++,141,0.291139,0.293055
ResNet34 + UNet++,142,0.307657,0.291981
ResNet34 + UNet++,143,0.292786,0.292495
ResNet34 + UNet++,144,0.280509,0.291380
ResNet34 + UNet++,145,0.275780,0.292766
ResNet34 + UNet++,146,0.284670,0.292141
ResNet34 + UNet++,147,0.301304,0.291520
ResNet50 + UNet++,0,3.248849,1.949241
ResNet50 + UNet++,1,1.631898,1.051224
ResNet50 + UNet++,2,1.109917,0.745551
ResNet50 + UNet++,3,0.803395,0.574572
ResNet50 + UNet++,4,0.683775,0.522542
ResNet50 + UNet++,5,0.622641,0.487028
ResNet50 + UNet++,6,0.497129,0.449439
ResNet50 + UNet++,7,0.510049,0.420585
ResNet50 + UNet++,8,0.529286,0.427085
ResNet50 + UNet++,9,0.498697,0.401294
ResNet50 + UNet++,10,0.503078,0.397498
ResNet50 + UNet++,11,0.445532,0.373621
ResNet50 + UNet++,12,0.438333,0.371659
ResNet50 + UNet++,13,0.415359,0.359312
ResNet50 + UNet++,14,0.398956,0.355587
ResNet50 + UNet++,15,0.398339,0.352785
ResNet50 + UNet++,16,0.372206,0.346354
ResNet50 + UNet++,17,0.371798,0.341857
ResNet50 + UNet++,18,0.389281,0.336119
ResNet50 + UNet++,19,0.380621,0.359029
ResNet50 + UNet++,20,0.367602,0.331961
ResNet50 + UNet++,21,0.381669,0.331903
ResNet50 + UNet++,22,0.385903,0.328030
ResNet50 + UNet++,23,0.338853,0.329000
ResNet50 + UNet++,24,0.348748,0.327102
ResNet50 + UNet++,25,0.331923,0.323789
ResNet50 + UNet++,26,0.349545,0.320153
ResNet50 + UNet++,27,0.343598,0.321774
ResNet50 + UNet++,28,0.355621,0.321804
ResNet50 + UNet++,29,0.352884,0.329447
ResNet50 + UNet++,30,0.366667,0.321246
ResNet50 + UNet++,31,0.366470,0.325610
ResNet50 + UNet++,32,0.348209,0.318254
ResNet50 + UNet++,33,0.335164,0.336503
ResNet50 + UNet++,34,0.336617,0.309973
ResNet50 + UNet++,35,0.337656,0.312288
ResNet50 + UNet++,36,0.320858,0.336442
ResNet50 + UNet++,37,0.376077,0.320071
ResNet50 + UNet++,38,0.346263,0.313888
ResNet50 + UNet++,39,0.340306,0.317728
ResNet50 + UNet++,40,0.337359,0.314816
ResNet50 + UNet++,41,0.339273,0.308865
ResNet50 + UNet++,42,0.347523,0.312135
ResNet50 + UNet++,43,0.296262,0.312444
ResNet50 + UNet++,44,0.332832,0.314633
ResNet50 + UNet++,45,0.337918,0.319491
ResNet50 + UNet++,46,0.311215,0.304527
ResNet50 + UNet++,47,0.306587,0.301163
ResNet50 + UNet++,48,0.325228,0.325245
ResNet50 + UNet++,49,0.329597,0.308592
ResNet50 + UNet++,50,0.311916,0.309585
ResNet50 + UNet++,51,0.324154,0.305886
ResNet50 + UNet++,52,0.314096,0.300647
ResNet50 + UNet++,53,0.305130,0.302671
ResNet50 + UNet++,54,0.331305,0.299668
ResNet50 + UNet++,55,0.314735,0.304726
ResNet50 + UNet++,56,0.288912,0.303801
ResNet50 + UNet++,57,0.296566,0.308087
ResNet50 + UNet++,58,0.299975,0.301770
ResNet50 + UNet++,59,0.311954,0.302173
ResNet50 + UNet++,60,0.303004,0.301054
ResNet50 + UNet++,61,0.334519,0.297812
ResNet50 + UNet++,62,0.314879,0.300232
ResNet50 + UNet++,63,0.302997,0.301702
ResNet50 + UNet++,64,0.301005,0.302171
ResNet50 + UNet++,65,0.294353,0.299019
ResNet50 + UNet++,66,0.322366,0.298255
ResNet50 + UNet++,67,0.287534,0.301166
ResNet50 + UNet++,68,0.355672,0.297539
ResNet50 + UNet++,69,0.303779,0.305744
ResNet50 + UNet++,70,0.348656,0.296132
ResNet50 + UNet++,71,0.311094,0.300458
ResNet50 + UNet++,72,0.296679,0.300533
ResNet50 + UNet++,73,0.343150,0.298769
ResNet50 + UNet++,74,0.285851,0.302959
ResNet50 + UNet++,75,0.291984,0.298940
ResNet50 + UNet++,76,0.278473,0.296608
ResNet50 + UNet++,77,0.294724,0.298399
ResNet50 + UNet++,78,0.301857,0.303029
ResNet50 + UNet++,79,0.292814,0.300424
ResNet50 + UNet++,80,0.299618,0.294333
ResNet50 + UNet++,81,0.270742,0.297475
ResNet50 + UNet++,82,0.298877,0.300091
ResNet50 + UNet++,83,0.280227,0.294895
ResNet50 + UNet++,84,0.279404,0.295147
ResNet50 + UNet++,85,0.312029,0.301299
ResNet50 + UNet++,86,0.292917,0.296302
ResNet50 + UNet++,87,0.270771,0.296276
ResNet50 + UNet++,88,0.285621,0.294589
ResNet50 + UNet++,89,0.295764,0.294653
ResNet50 + UNet++,90,0.285438,0.293165
ResNet50 + UNet++,91,0.289812,0.296290
ResNet50 + UNet++,92,0.279685,0.295810
ResNet50 + UNet++,93,0.306992,0.298735
ResNet50 + UNet++,94,0.293852,0.294692
ResNet50 + UNet++,95,0.310524,0.291628
ResNet50 + UNet++,96,0.292244,0.294562
ResNet50 + UNet++,97,0.284778,0.293794
ResNet50 + UNet++,98,0.295908,0.293745
ResNet50 + UNet++,99,0.282084,0.291100
ResNet50 + UNet++,100,0.292372,0.298097
ResNet50 + UNet++,101,0.274040,0.292678
ResNet50 + UNet++,102,0.282450,0.292698
ResNet50 + UNet++,103,0.292618,0.298551
ResNet50 + UNet++,104,0.274932,0.296827
ResNet50 + UNet++,105,0.282223,0.296224
ResNet50 + UNet++,106,0.293911,0.296932
ResNet50 + UNet++,107,0.298231,0.300205
ResNet50 + UNet++,108,0.294490,0.295955
ResNet50 + UNet++,109,0.292908,0.295300
ResNet50 + UNet++,110,0.309857,0.292931
ResNet50 + UNet++,111,0.273277,0.295643
ResNet50 + UNet++,112,0.271343,0.289877
ResNet50 + UNet++,113,0.286306,0.293191
ResNet50 + UNet++,114,0.276558,0.292488
ResNet50 + UNet++,115,0.250868,0.295640
ResNet50 + UNet++,116,0.263166,0.291611
ResNet50 + UNet++,117,0.274123,0.291538
ResNet50 + UNet++,118,0.297335,0.295648
ResNet50 + UNet++,119,0.295937,0.292692
ResNet50 + UNet++,120,0.315158,0.292714
ResNet50 + UNet++,121,0.281889,0.294313
ResNet50 + UNet++,122,0.285521,0.291987
ResNet50 + UNet++,123,0.277315,0.293967
ResNet50 + UNet++,124,0.262139,0.298185
ResNet50 + UNet++,125,0.261108,0.293679
ResNet50 + UNet++,126,0.272830,0.291088
ResNet50 + UNet++,127,0.258758,0.292920
MicroSAM + UNETR,0,2.497763,1.569583
MicroSAM + UNETR,1,1.695216,1.200131
MicroSAM + UNETR,2,1.422105,1.085877
MicroSAM + UNETR,3,1.331709,0.948685
MicroSAM + UNETR,4,1.152279,0.882167
MicroSAM + UNETR,5,1.099128,0.882058
MicroSAM + UNETR,6,1.087522,0.849583
MicroSAM + UNETR,7,0.964051,0.754115
MicroSAM + UNETR,8,0.877823,0.743791
MicroSAM + UNETR,9,0.924419,0.714268
MicroSAM + UNETR,10,0.914765,0.721690
MicroSAM + UNETR,11,0.839079,0.663545
MicroSAM + UNETR,12,0.789525,0.643676
MicroSAM + UNETR,13,0.811767,0.657923
MicroSAM + UNETR,14,0.756453,0.617255
MicroSAM + UNETR,15,0.728574,0.627978
MicroSAM + UNETR,16,0.747810,0.610539
MicroSAM + UNETR,17,0.714965,0.580106
MicroSAM + UNETR,18,0.681684,0.596491
MicroSAM + UNETR,19,0.672841,0.583888
MicroSAM + UNETR,20,0.691248,0.564458
MicroSAM + UNETR,21,0.726142,0.569708
MicroSAM + UNETR,22,0.696630,0.560711
MicroSAM + UNETR,23,0.666385,0.536580
MicroSAM + UNETR,24,0.660065,0.526515
MicroSAM + UNETR,25,0.666819,0.555721
MicroSAM + UNETR,26,0.684267,0.539493
MicroSAM + UNETR,27,0.615472,0.531712
MicroSAM + UNETR,28,0.651059,0.513743
MicroSAM + UNETR,29,0.643814,0.529796
MicroSAM + UNETR,30,0.636709,0.509516
MicroSAM + UNETR,31,0.665773,0.513287
MicroSAM + UNETR,32,0.632269,0.504303
MicroSAM + UNETR,33,0.624904,0.526416
MicroSAM + UNETR,34,0.609130,0.491065
MicroSAM + UNETR,35,0.584629,0.489055
MicroSAM + UNETR,36,0.591578,0.501385
MicroSAM + UNETR,37,0.588191,0.499607
MicroSAM + UNETR,38,0.631489,0.495068
MicroSAM + UNETR,39,0.566364,0.484855
MicroSAM + UNETR,40,0.631257,0.479713
MicroSAM + UNETR,41,0.605862,0.487216
MicroSAM + UNETR,42,0.562587,0.471108
MicroSAM + UNETR,43,0.599702,0.471937
MicroSAM + UNETR,44,0.640512,0.492276
MicroSAM + UNETR,45,0.576800,0.481612
MicroSAM + UNETR,46,0.568957,0.490131
MicroSAM + UNETR,47,0.542662,0.463228
MicroSAM + UNETR,48,0.535995,0.461806
MicroSAM + UNETR,49,0.579054,0.483424
MicroSAM + UNETR,50,0.564830,0.470816
MicroSAM + UNETR,51,0.553519,0.458610
MicroSAM + UNETR,52,0.576525,0.465935
MicroSAM + UNETR,53,0.577679,0.457526
MicroSAM + UNETR,54,0.544944,0.457986
MicroSAM + UNETR,55,0.519973,0.455159
MicroSAM + UNETR,56,0.480506,0.461057
MicroSAM + UNETR,57,0.517369,0.446483
MicroSAM + UNETR,58,0.569810,0.443936
MicroSAM + UNETR,59,0.574708,0.454325
MicroSAM + UNETR,60,0.556151,0.444323
MicroSAM + UNETR,61,0.544939,0.468363
MicroSAM + UNETR,62,0.549422,0.458517
MicroSAM + UNETR,63,0.528696,0.440876
MicroSAM + UNETR,64,0.535729,0.451965
MicroSAM + UNETR,65,0.560983,0.438631
MicroSAM + UNETR,66,0.508404,0.438958
MicroSAM + UNETR,67,0.467250,0.428949
MicroSAM + UNETR,68,0.525787,0.436317
MicroSAM + UNETR,69,0.510814,0.448860
MicroSAM + UNETR,70,0.501877,0.432504
MicroSAM + UNETR,71,0.504279,0.431917
MicroSAM + UNETR,72,0.543634,0.424329
MicroSAM + UNETR,73,0.471476,0.431972
MicroSAM + UNETR,74,0.530772,0.429103
MicroSAM + UNETR,75,0.508669,0.432057
MicroSAM + UNETR,76,0.550701,0.433868
MicroSAM + UNETR,77,0.485411,0.427703
MicroSAM + UNETR,78,0.506703,0.421203
MicroSAM + UNETR,79,0.511223,0.419665
MicroSAM + UNETR,80,0.520117,0.434492
MicroSAM + UNETR,81,0.471525,0.424432
MicroSAM + UNETR,82,0.508904,0.423557
MicroSAM + UNETR,83,0.489151,0.430964
MicroSAM + UNETR,84,0.517249,0.435300
MicroSAM + UNETR,85,0.521743,0.426768
MicroSAM + UNETR,86,0.496437,0.426210
MicroSAM + UNETR,87,0.504892,0.415255
MicroSAM + UNETR,88,0.493831,0.424781
MicroSAM + UNETR,89,0.500035,0.419529
MicroSAM + UNETR,90,0.501647,0.418302
MicroSAM + UNETR,91,0.464223,0.408492
MicroSAM + UNETR,92,0.493022,0.409214
MicroSAM + UNETR,93,0.509824,0.409574
MicroSAM + UNETR,94,0.443092,0.412264
MicroSAM + UNETR,95,0.492613,0.411721
MicroSAM + UNETR,96,0.454852,0.410729
MicroSAM + UNETR,97,0.486105,0.414078
MicroSAM + UNETR,98,0.470312,0.407433
MicroSAM + UNETR,99,0.461452,0.406485
MicroSAM + UNETR,100,0.469552,0.408406
MicroSAM + UNETR,101,0.473255,0.408795
MicroSAM + UNETR,102,0.440590,0.409876
MicroSAM + UNETR,103,0.506516,0.405241
MicroSAM + UNETR,104,0.485819,0.409313
MicroSAM + UNETR,105,0.437368,0.407743
MicroSAM + UNETR,106,0.443449,0.410355
MicroSAM + UNETR,107,0.454454,0.414819
MicroSAM + UNETR,108,0.479902,0.400024
MicroSAM + UNETR,109,0.446837,0.405032
MicroSAM + UNETR,110,0.465902,0.399619
MicroSAM + UNETR,111,0.455416,0.408555
MicroSAM + UNETR,112,0.472467,0.399332
MicroSAM + UNETR,113,0.430723,0.409063
MicroSAM + UNETR,114,0.453322,0.401632
MicroSAM + UNETR,115,0.444406,0.398056
MicroSAM + UNETR,116,0.463693,0.401643
MicroSAM + UNETR,117,0.427687,0.401227
MicroSAM + UNETR,118,0.465051,0.399456
MicroSAM + UNETR,119,0.501585,0.402165
MicroSAM + UNETR,120,0.453643,0.399447
MicroSAM + UNETR,121,0.439611,0.398458
MicroSAM + UNETR,122,0.469050,0.396285
MicroSAM + UNETR,123,0.441022,0.393282
MicroSAM + UNETR,124,0.459290,0.396203
MicroSAM + UNETR,125,0.432397,0.392709
MicroSAM + UNETR,126,0.439330,0.391821
MicroSAM + UNETR,127,0.458267,0.396419
MicroSAM + UNETR,128,0.428548,0.394100
MicroSAM + UNETR,129,0.427444,0.397092
MicroSAM + UNETR,130,0.455235,0.401046
MicroSAM + UNETR,131,0.451673,0.395940
MicroSAM + UNETR,132,0.434622,0.392873
MicroSAM + UNETR,133,0.439481,0.393669
MicroSAM + UNETR,134,0.465367,0.388997
MicroSAM + UNETR,135,0.426220,0.394635
MicroSAM + UNETR,136,0.443134,0.398203
MicroSAM + UNETR,137,0.441413,0.391835
MicroSAM + UNETR,138,0.428606,0.389851
MicroSAM + UNETR,139,0.460935,0.395214
MicroSAM + UNETR,140,0.442285,0.391798
MicroSAM + UNETR,141,0.436811,0.387386
MicroSAM + UNETR,142,0.467255,0.390155
MicroSAM + UNETR,143,0.439666,0.392027
MicroSAM + UNETR,144,0.417167,0.395218
MicroSAM + UNETR,145,0.430501,0.393344
MicroSAM + UNETR,146,0.399483,0.391945
MicroSAM + UNETR,147,0.437409,0.393889
MicroSAM + UNETR,148,0.435939,0.391462
MicroSAM + UNETR,149,0.437230,0.388191
MicroSAM + UNETR,150,0.430282,0.388292
MicroSAM + UNETR,151,0.417218,0.391600
MicroSAM + UNETR,152,0.424784,0.389110
MicroSAM + UNETR,153,0.418744,0.388485
MicroSAM + UNETR,154,0.421572,0.389553
MicroSAM + UNETR,155,0.448132,0.388640
MicroSAM + UNETR,156,0.428018,0.390487
YOLO26m,0,5.405550,3.645070
YOLO26m,1,3.361110,3.171060
YOLO26m,2,3.237590,3.132240
YOLO26m,3,3.102500,2.682070
YOLO26m,4,2.921860,2.765490
YOLO26m,5,2.853650,2.511380
YOLO26m,6,2.745630,2.599220
YOLO26m,7,2.715090,2.476460
YOLO26m,8,2.661180,2.378070
YOLO26m,9,2.583480,2.345270
YOLO26m,10,2.572180,2.315580
YOLO26m,11,2.551100,2.348810
YOLO26m,12,2.585880,2.367220
YOLO26m,13,2.521690,2.366460
YOLO26m,14,2.500740,2.333320
YOLO26m,15,2.515040,2.278260
YOLO26m,16,2.453200,2.252720
YOLO26m,17,2.450560,2.258950
YOLO26m,18,2.431070,2.230440
YOLO26m,19,2.418060,2.245200
YOLO26m,20,2.403380,2.202620
YOLO26m,21,2.396900,2.157230
YOLO26m,22,2.383640,2.263070
YOLO26m,23,2.355280,2.292440
YOLO26m,24,2.375460,2.248170
YOLO26m,25,2.351320,2.198740
YOLO26m,26,2.274800,2.159920
YOLO26m,27,2.295600,2.120420
YOLO26m,28,2.276850,2.159850
YOLO26m,29,2.269580,2.177270
YOLO26m,30,2.289310,2.144840
YOLO26m,31,2.282890,2.170570
YOLO26m,32,2.273550,2.168510
YOLO26m,33,2.292550,2.111530
YOLO26m,34,2.223960,2.075380
YOLO26m,35,2.305100,2.130640
YOLO26m,36,2.304920,2.177350
YOLO26m,37,2.261110,2.115240
YOLO26m,38,2.237000,2.063290
YOLO26m,39,2.207350,2.099820
YOLO26m,40,2.223850,2.132050
YOLO26m,41,2.204440,2.069750
YOLO26m,42,2.190150,2.063600
YOLO26m,43,2.167080,2.118690
YOLO26m,44,2.194450,2.064400
YOLO26m,45,2.171430,2.023690
YOLO26m,46,2.158710,2.030450
YOLO26m,47,2.171220,2.040910
YOLO26m,48,2.170380,2.064620
YOLO26m,49,2.205710,2.075100
YOLO26m,50,2.168660,2.171050
YOLO26m,51,2.191260,2.038350
YOLO26m,52,2.149800,2.068230
YOLO26m,53,2.108180,2.036130
YOLO26m,54,2.143820,2.066840
YOLO26m,55,2.118720,2.013560
YOLO26m,56,2.102340,2.091340
YOLO26m,57,2.095200,2.083920
YOLO26m,58,2.061300,2.009380
YOLO26m,59,2.057390,2.053130
YOLO26m,60,2.085630,2.056500
YOLO26m,61,2.082710,1.992930
YOLO26m,62,2.041500,2.038170
YOLO26m,63,2.069800,1.996780
YOLO26m,64,2.077430,2.040060
YOLO26m,65,2.068070,2.051430
YOLO26m,66,2.040220,1.996150
YOLO26m,67,2.050210,1.997640
YOLO26m,68,2.039750,1.988650
YOLO26m,69,2.016270,1.960180
YOLO26m,70,2.018020,2.039970
YOLO26m,71,1.992300,2.008940
YOLO26m,72,1.989200,1.990500
YOLO26m,73,1.985960,1.993870
YOLO26m,74,2.003770,2.001140
YOLO26m,75,1.974950,1.992660
YOLO26m,76,1.986730,1.985860
YOLO26m,77,1.975650,1.970250
YOLO26m,78,1.979810,1.979150
YOLO26m,79,1.977200,1.995990
YOLO26m,80,2.009260,1.997180
YOLO26m,81,2.016210,1.971300
YOLO26m,82,1.976620,1.980360
YOLO26m,83,1.946620,2.025130
YOLO26m,84,1.920670,2.001210
YOLO26m,85,1.940400,1.987880
YOLO26m,86,1.923210,1.990450
YOLO26m,87,1.936990,1.936840
YOLO26m,88,1.915520,1.935250
YOLO26m,89,1.929510,1.950620
YOLO26m,90,1.909580,1.979270
YOLO26m,91,1.897500,2.023310
YOLO26m,92,1.908850,1.993340
YOLO26m,93,1.920670,1.992400
YOLO26m,94,1.879330,1.977970
YOLO26m,95,1.880810,1.960560
YOLO26m,96,1.901960,1.985900
YOLO26m,97,1.851970,1.953020
YOLO26m,98,1.849040,1.970040
YOLO26m,99,1.896620,1.965820
YOLO26m,100,1.838560,1.997300
YOLO26m,101,1.835740,1.936500
YOLO26m,102,1.812380,1.961250
